	Species	Accession_IDs	segment	Genus	Sort	Isolate Sort	Original_Accession_String	Errors
10419	Orthobunyavirus bakauense	MK896633	S	Orthobunyavirus	9484.0	1	L: MK896635; M: MK896634; S: MK896633	
10420	Orthobunyavirus balagoduense	MH507154	L	Orthobunyavirus	9486.0	1	L: MH507154; M: MH507155; S: MH507156	
10421	Orthobunyavirus balagoduense	MH507155	M	Orthobunyavirus	9486.0	1	L: MH507154; M: MH507155; S: MH507156	
10422	Orthobunyavirus balagoduense	MH507156	S	Orthobunyavirus	9486.0	1	L: MH507154; M: MH507155; S: MH507156	
10423	Orthobunyavirus bataiense	JX846606	L	Orthobunyavirus	9487.0	1	L: JX846606; M: JX846605; S: JX846604	
10424	Orthobunyavirus bataiense	JX846605	M	Orthobunyavirus	9487.0	1	L: JX846606; M: JX846605; S: JX846604	
10425	Orthobunyavirus bataiense	JX846604	S	Orthobunyavirus	9487.0	1	L: JX846606; M: JX846605; S: JX846604	
10426	Orthobunyavirus batamaense	MK896626	L	Orthobunyavirus	9488.0	1	L: MK896626; M: MK896625; S: MK896624	
10427	Orthobunyavirus batamaense	MK896625	M	Orthobunyavirus	9488.0	1	L: MK896626; M: MK896625; S: MK896624	
10428	Orthobunyavirus batamaense	MK896624	S	Orthobunyavirus	9488.0	1	L: MK896626; M: MK896625; S: MK896624	
10429	Orthobunyavirus belemense	MK896623	L	Orthobunyavirus	9489.0	1	L: MK896623; M: MK896622; S: MK896621	
10430	Orthobunyavirus belemense	MK896622	M	Orthobunyavirus	9489.0	1	L: MK896623; M: MK896622; S: MK896621	
10431	Orthobunyavirus belemense	MK896621	S	Orthobunyavirus	9489.0	1	L: MK896623; M: MK896622; S: MK896621	
10432	Orthobunyavirus bellavistaense	KX161718	L	Orthobunyavirus	9490.0	1	L: KX161718; M: KX161719; S: KX161720	
10433	Orthobunyavirus bellavistaense	KX161719	M	Orthobunyavirus	9490.0	1	L: KX161718; M: KX161719; S: KX161720	
10434	Orthobunyavirus bellavistaense	KX161720	S	Orthobunyavirus	9490.0	1	L: KX161718; M: KX161719; S: KX161720	
10435	Orthobunyavirus benficaense	MK896617	L	Orthobunyavirus	9494.0	1	L: MK896617; M: MK896616; S: MK896615	
10436	Orthobunyavirus benficaense	MK896616	M	Orthobunyavirus	9494.0	1	L: MK896617; M: MK896616; S: MK896615	
10437	Orthobunyavirus benficaense	MK896615	S	Orthobunyavirus	9494.0	1	L: MK896617; M: MK896616; S: MK896615	
10438	Orthobunyavirus bertiogaense	MK896614	L	Orthobunyavirus	9495.0	1	L: MK896614; M: MK896613; S: MK896612	
10439	Orthobunyavirus bertiogaense	MK896613	M	Orthobunyavirus	9495.0	1	L: MK896614; M: MK896613; S: MK896612	
10440	Orthobunyavirus bertiogaense	MK896612	S	Orthobunyavirus	9495.0	1	L: MK896614; M: MK896613; S: MK896612	
10441	Orthobunyavirus biraoense	MH370821	L	Orthobunyavirus	9497.0	1	L: MH370821; M: MH370822; S: MH370823	
10442	Orthobunyavirus biraoense	MH370822	M	Orthobunyavirus	9497.0	1	L: MH370821; M: MH370822; S: MH370823	
10443	Orthobunyavirus biraoense	MH370823	S	Orthobunyavirus	9497.0	1	L: MH370821; M: MH370822; S: MH370823	
10444	Orthobunyavirus bobayaense	MW415981	L	Orthobunyavirus	9498.0	1	L: MW415981; M: MW415982; S: MW415980	
10445	Orthobunyavirus bobayaense	MW415982	M	Orthobunyavirus	9498.0	1	L: MW415981; M: MW415982; S: MW415980	
10446	Orthobunyavirus bobayaense	MW415980	S	Orthobunyavirus	9498.0	1	L: MW415981; M: MW415982; S: MW415980	
10447	Orthobunyavirus boraceiaense	MK896611	L	Orthobunyavirus	9499.0	1	L: MK896611; M: MK896610; S: MK896609	
10448	Orthobunyavirus boraceiaense	MK896610	M	Orthobunyavirus	9499.0	1	L: MK896611; M: MK896610; S: MK896609	
10449	Orthobunyavirus boraceiaense	MK896609	S	Orthobunyavirus	9499.0	1	L: MK896611; M: MK896610; S: MK896609	
10450	Orthobunyavirus botambiense	OL774846	L	Orthobunyavirus	9500.0	1	L: OL774846; M: OL774847; S: OL774848	
10451	Orthobunyavirus botambiense	OL774847	M	Orthobunyavirus	9500.0	1	L: OL774846; M: OL774847; S: OL774848	
10452	Orthobunyavirus botambiense	OL774848	S	Orthobunyavirus	9500.0	1	L: OL774846; M: OL774847; S: OL774848	
10453	Orthobunyavirus bozoense	MH370824	L	Orthobunyavirus	9501.0	1	L: MH370824; M: MH370825; S: MH370826	
10454	Orthobunyavirus bozoense	MH370825	M	Orthobunyavirus	9501.0	1	L: MH370824; M: MH370825; S: MH370826	
10455	Orthobunyavirus bozoense	MH370826	S	Orthobunyavirus	9501.0	1	L: MH370824; M: MH370825; S: MH370826	
10456	Orthobunyavirus brazoriaense	KC854418	L	Orthobunyavirus	9502.0	1	L: KC854418; M: KC854417; S: KC854416	
10457	Orthobunyavirus brazoriaense	KC854417	M	Orthobunyavirus	9502.0	1	L: KC854418; M: KC854417; S: KC854416	
10458	Orthobunyavirus brazoriaense	KC854416	S	Orthobunyavirus	9502.0	1	L: KC854418; M: KC854417; S: KC854416	
10459	Orthobunyavirus bruconhaense	KM280929	L	Orthobunyavirus	9503.0	1	L: KM280929; M: KM280924; S: KM280937	
10460	Orthobunyavirus bruconhaense	KM280924	M	Orthobunyavirus	9503.0	1	L: KM280929; M: KM280924; S: KM280937	
10461	Orthobunyavirus bruconhaense	KM280937	S	Orthobunyavirus	9503.0	1	L: KM280929; M: KM280924; S: KM280937	
10462	Orthobunyavirus buffaloense	KJ481929	L	Orthobunyavirus	9504.0	1	L: KJ481929; M: KJ481928; S: KJ481927	
10463	Orthobunyavirus buffaloense	KJ481928	M	Orthobunyavirus	9504.0	1	L: KJ481929; M: KJ481928; S: KJ481927	
10464	Orthobunyavirus buffaloense	KJ481927	S	Orthobunyavirus	9504.0	1	L: KJ481929; M: KJ481928; S: KJ481927	
10465	Orthobunyavirus bunyamweraense	X14383	L	Orthobunyavirus	9507.0	1	L: X14383; M: M11852; S: D00353	
10466	Orthobunyavirus bunyamweraense	M11852	M	Orthobunyavirus	9507.0	1	L: X14383; M: M11852; S: D00353	
10467	Orthobunyavirus bunyamweraense	D00353	S	Orthobunyavirus	9507.0	1	L: X14383; M: M11852; S: D00353	
10468	Orthobunyavirus bushbushense	MK896599	L	Orthobunyavirus	9513.0	1	L: MK896599; M: MK896598; S: MK896597	
10469	Orthobunyavirus bushbushense	MK896598	M	Orthobunyavirus	9513.0	1	L: MK896599; M: MK896598; S: MK896597	
10470	Orthobunyavirus bushbushense	MK896597	S	Orthobunyavirus	9513.0	1	L: MK896599; M: MK896598; S: MK896597	
10471	Orthobunyavirus buttonwillowense	KF697160	L	Orthobunyavirus	9515.0	1	L: KF697160; M: KF697161; S: KF697162	
10472	Orthobunyavirus buttonwillowense	KF697161	M	Orthobunyavirus	9515.0	1	L: KF697160; M: KF697161; S: KF697162	
10473	Orthobunyavirus buttonwillowense	KF697162	S	Orthobunyavirus	9515.0	1	L: KF697160; M: KF697161; S: KF697162	
10474	Orthobunyavirus bwambaense	KJ867184	L	Orthobunyavirus	9516.0	1	L: KJ867184; M: KJ867183; S: KJ867182	
10475	Orthobunyavirus bwambaense	KJ867183	M	Orthobunyavirus	9516.0	1	L: KJ867184; M: KJ867183; S: KJ867182	
10476	Orthobunyavirus bwambaense	KJ867182	S	Orthobunyavirus	9516.0	1	L: KJ867184; M: KJ867183; S: KJ867182	
10477	Orthobunyavirus cacheense	KX100135	L	Orthobunyavirus	9518.0	1	L: KX100135; M: KX100134; S: KX100133	
10478	Orthobunyavirus cacheense	KX100134	M	Orthobunyavirus	9518.0	1	L: KX100135; M: KX100134; S: KX100133	
10479	Orthobunyavirus cacheense	KX100133	S	Orthobunyavirus	9518.0	1	L: KX100135; M: KX100134; S: KX100133	
10480	Orthobunyavirus capimense	KT160026	L	Orthobunyavirus	9522.0	1	L: KT160026; M: KT160027; S: KT160028	
10481	Orthobunyavirus capimense	KT160027	M	Orthobunyavirus	9522.0	1	L: KT160026; M: KT160027; S: KT160028	
10482	Orthobunyavirus capimense	KT160028	S	Orthobunyavirus	9522.0	1	L: KT160026; M: KT160027; S: KT160028	
10483	Orthobunyavirus caraparuense	KF254776	L	Orthobunyavirus	9523.0	1	L: KF254776; M: KF254777; S: KF254778	
10484	Orthobunyavirus caraparuense	KF254777	M	Orthobunyavirus	9523.0	1	L: KF254776; M: KF254777; S: KF254778	
10485	Orthobunyavirus caraparuense	KF254778	S	Orthobunyavirus	9523.0	1	L: KF254776; M: KF254777; S: KF254778	
10486	Orthobunyavirus catqueense	JQ675598	L	Orthobunyavirus	9528.0	1	L: JQ675598; M: JQ675599; S: JQ675600	
10487	Orthobunyavirus catqueense	JQ675599	M	Orthobunyavirus	9528.0	1	L: JQ675598; M: JQ675599; S: JQ675600	
10488	Orthobunyavirus catqueense	JQ675600	S	Orthobunyavirus	9528.0	1	L: JQ675598; M: JQ675599; S: JQ675600	
10489	Orthobunyavirus catuense	KP792660	L	Orthobunyavirus	9530.0	1	L: KP792660; M: KP792659; S: KP792658	
10490	Orthobunyavirus catuense	KP792659	M	Orthobunyavirus	9530.0	1	L: KP792660; M: KP792659; S: KP792658	
10491	Orthobunyavirus catuense	KP792658	S	Orthobunyavirus	9530.0	1	L: KP792660; M: KP792659; S: KP792658	
10492	Orthobunyavirus cuchillaense	MK896644	L	Orthobunyavirus	9532.0	1	L: MK896644; M: MK896643; S: MK896642	
10493	Orthobunyavirus cuchillaense	MK896643	M	Orthobunyavirus	9532.0	1	L: MK896644; M: MK896643; S: MK896642	
10494	Orthobunyavirus cuchillaense	MK896642	S	Orthobunyavirus	9532.0	1	L: MK896644; M: MK896643; S: MK896642	
10495	Orthobunyavirus ebiense	KJ710425	L	Orthobunyavirus	9533.0	1	L: KJ710425; M: KJ710423; S: KJ710424	
10496	Orthobunyavirus ebiense	KJ710423	M	Orthobunyavirus	9533.0	1	L: KJ710425; M: KJ710423; S: KJ710424	
10497	Orthobunyavirus ebiense	KJ710424	S	Orthobunyavirus	9533.0	1	L: KJ710425; M: KJ710423; S: KJ710424	
10498	Orthobunyavirus encephalitidis	KX817312	L	Orthobunyavirus	9534.0	1	L: KX817312; M: KX817313; S: KX817314	
10499	Orthobunyavirus encephalitidis	KX817313	M	Orthobunyavirus	9534.0	1	L: KX817312; M: KX817313; S: KX817314	
10500	Orthobunyavirus encephalitidis	KX817314	S	Orthobunyavirus	9534.0	1	L: KX817312; M: KX817313; S: KX817314	
10501	Orthobunyavirus enseadaense	KU178983	L	Orthobunyavirus	9536.0	1	L: KU178983; M: KU178984; S: KU178985	
10502	Orthobunyavirus enseadaense	KU178984	M	Orthobunyavirus	9536.0	1	L: KU178983; M: KU178984; S: KU178985	
10503	Orthobunyavirus enseadaense	KU178985	S	Orthobunyavirus	9536.0	1	L: KU178983; M: KU178984; S: KU178985	
10504	Orthobunyavirus faceyense	KF697138	L	Orthobunyavirus	9537.0	1	L: KF697138; M: KF697137; S: KF697136	
10505	Orthobunyavirus faceyense	KF697137	M	Orthobunyavirus	9537.0	1	L: KF697138; M: KF697137; S: KF697136	
10506	Orthobunyavirus faceyense	KF697136	S	Orthobunyavirus	9537.0	1	L: KF697138; M: KF697137; S: KF697136	
10507	Orthobunyavirus gamboaense	KM272174	L	Orthobunyavirus	9538.0	1	L: KM272174; M: KM272175; S: KM272176	
10508	Orthobunyavirus gamboaense	KM272175	M	Orthobunyavirus	9538.0	1	L: KM272174; M: KM272175; S: KM272176	
10509	Orthobunyavirus gamboaense	KM272176	S	Orthobunyavirus	9538.0	1	L: KM272174; M: KM272175; S: KM272176	
10510	Orthobunyavirus ganganense	KR013232	L	Orthobunyavirus	9543.0	1	L: KR013232; M: KR013233; S: KR013234	
10511	Orthobunyavirus ganganense	KR013233	M	Orthobunyavirus	9543.0	1	L: KR013232; M: KR013233; S: KR013234	
10512	Orthobunyavirus ganganense	KR013234	S	Orthobunyavirus	9543.0	1	L: KR013232; M: KR013233; S: KR013234	
10513	Orthobunyavirus guajaraense	KP792663	L	Orthobunyavirus	9545.0	1	L: KP792663; M: KP792662; S: KP792661	
10514	Orthobunyavirus guajaraense	KP792662	M	Orthobunyavirus	9545.0	1	L: KP792663; M: KP792662; S: KP792661	
10515	Orthobunyavirus guajaraense	KP792661	S	Orthobunyavirus	9545.0	1	L: KP792663; M: KP792662; S: KP792661	
10516	Orthobunyavirus guamaense	KP792666	L	Orthobunyavirus	9546.0	1	L: KP792666; M: KP792665; S: KP792664	
10517	Orthobunyavirus guamaense	KP792665	M	Orthobunyavirus	9546.0	1	L: KP792666; M: KP792665; S: KP792664	
10518	Orthobunyavirus guamaense	KP792664	S	Orthobunyavirus	9546.0	1	L: KP792666; M: KP792665; S: KP792664	
10519	Orthobunyavirus guaratubaense	MK896570	L	Orthobunyavirus	9548.0	1	L: MK896570; M: MK896569; S: MK896568	
10520	Orthobunyavirus guaratubaense	MK896569	M	Orthobunyavirus	9548.0	1	L: MK896570; M: MK896569; S: MK896568	
10521	Orthobunyavirus guaratubaense	MK896568	S	Orthobunyavirus	9548.0	1	L: MK896570; M: MK896569; S: MK896568	
10522	Orthobunyavirus guaroaense	KM245524	L	Orthobunyavirus	9550.0	1	L: KM245524; M: KM245523; S: KM245522	
10523	Orthobunyavirus guaroaense	KM245523	M	Orthobunyavirus	9550.0	1	L: KM245524; M: KM245523; S: KM245522	
10524	Orthobunyavirus guaroaense	KM245522	S	Orthobunyavirus	9550.0	1	L: KM245524; M: KM245523; S: KM245522	
10525	Orthobunyavirus gumbolimboense	MK896567	L	Orthobunyavirus	9551.0	1	L: MK896567; M: MK896566; S: MK896565	
10526	Orthobunyavirus gumbolimboense	MK896566	M	Orthobunyavirus	9551.0	1	L: MK896567; M: MK896566; S: MK896565	
10527	Orthobunyavirus gumbolimboense	MK896565	S	Orthobunyavirus	9551.0	1	L: MK896567; M: MK896566; S: MK896565	
10528	Orthobunyavirus heptayabaense	MH484348	L	Orthobunyavirus	9552.0	1	L: MH484348; M: MH484349; S: MH484350	
10529	Orthobunyavirus heptayabaense	MH484349	M	Orthobunyavirus	9552.0	1	L: MH484348; M: MH484349; S: MH484350	
10530	Orthobunyavirus heptayabaense	MH484350	S	Orthobunyavirus	9552.0	1	L: MH484348; M: MH484349; S: MH484350	
10531	Orthobunyavirus horizonteense	KY793537	L	Orthobunyavirus	9553.0	1	L: KY793537; M: KY793538; S: KY793539	
10532	Orthobunyavirus horizonteense	KY793538	M	Orthobunyavirus	9553.0	1	L: KY793537; M: KY793538; S: KY793539	
10533	Orthobunyavirus horizonteense	KY793539	S	Orthobunyavirus	9553.0	1	L: KY793537; M: KY793538; S: KY793539	
10534	Orthobunyavirus iacoense	JN572065	L	Orthobunyavirus	9558.0	1	L: JN572065; M: JN572066; S: JN572067	
10535	Orthobunyavirus iacoense	JN572066	M	Orthobunyavirus	9558.0	1	L: JN572065; M: JN572066; S: JN572067	
10536	Orthobunyavirus iacoense	JN572067	S	Orthobunyavirus	9558.0	1	L: JN572065; M: JN572066; S: JN572067	
10537	Orthobunyavirus ileshaense	KF234075	L	Orthobunyavirus	9559.0	1	L: KF234075; M: KF234074; S: KF234073	
10538	Orthobunyavirus ileshaense	KF234074	M	Orthobunyavirus	9559.0	1	L: KF234075; M: KF234074; S: KF234073	
10539	Orthobunyavirus ileshaense	KF234073	S	Orthobunyavirus	9559.0	1	L: KF234075; M: KF234074; S: KF234073	
10540	Orthobunyavirus infirmati	KY569262	L	Orthobunyavirus	9560.0	1	L: KY569262; M: KY569263; S: KY569264	
10541	Orthobunyavirus infirmati	KY569263	M	Orthobunyavirus	9560.0	1	L: KY569262; M: KY569263; S: KY569264	
10542	Orthobunyavirus infirmati	KY569264	S	Orthobunyavirus	9560.0	1	L: KY569262; M: KY569263; S: KY569264	
10543	Orthobunyavirus ingwavumaense	KF697139	L	Orthobunyavirus	9561.0	1	L: KF697139; M: KF697140; S: KF697141	
10544	Orthobunyavirus ingwavumaense	KF697140	M	Orthobunyavirus	9561.0	1	L: KF697139; M: KF697140; S: KF697141	
10545	Orthobunyavirus ingwavumaense	KF697141	S	Orthobunyavirus	9561.0	1	L: KF697139; M: KF697140; S: KF697141	
10546	Orthobunyavirus insulae	KR260738	L	Orthobunyavirus	9562.0	1	L: KR260738; M: KR260739; S: KR260740	
10547	Orthobunyavirus insulae	KR260739	M	Orthobunyavirus	9562.0	1	L: KR260738; M: KR260739; S: KR260740	
10548	Orthobunyavirus insulae	KR260740	S	Orthobunyavirus	9562.0	1	L: KR260738; M: KR260739; S: KR260740	
10549	Orthobunyavirus jamestownense	HM007352	L	Orthobunyavirus	9563.0	1	L: HM007352; M: HM007351; S: HM007350	
10550	Orthobunyavirus jamestownense	HM007351	M	Orthobunyavirus	9563.0	1	L: HM007352; M: HM007351; S: HM007350	
10551	Orthobunyavirus jamestownense	HM007350	S	Orthobunyavirus	9563.0	1	L: HM007352; M: HM007351; S: HM007350	
10552	Orthobunyavirus jatobalense	JQ675603	L	Orthobunyavirus	9567.0	1	L: JQ675603; M: JQ675602; S: JQ675601	
10553	Orthobunyavirus jatobalense	JQ675602	M	Orthobunyavirus	9567.0	1	L: JQ675603; M: JQ675602; S: JQ675601	
10554	Orthobunyavirus jatobalense	JQ675601	S	Orthobunyavirus	9567.0	1	L: JQ675603; M: JQ675602; S: JQ675601	
10555	Orthobunyavirus juandiazense	MK896554	L	Orthobunyavirus	9568.0	1	L: MK896554; M: MK896553; S: MK896552	
10556	Orthobunyavirus juandiazense	MK896553	M	Orthobunyavirus	9568.0	1	L: MK896554; M: MK896553; S: MK896552	
10557	Orthobunyavirus juandiazense	MK896552	S	Orthobunyavirus	9568.0	1	L: MK896554; M: MK896553; S: MK896552	
10558	Orthobunyavirus kaengkhoiense	KJ867205	L	Orthobunyavirus	9569.0	1	L: KJ867205; M: KJ867204; S: KJ867203	
10559	Orthobunyavirus kaengkhoiense	KJ867204	M	Orthobunyavirus	9569.0	1	L: KJ867205; M: KJ867204; S: KJ867203	
10560	Orthobunyavirus kaengkhoiense	KJ867203	S	Orthobunyavirus	9569.0	1	L: KJ867205; M: KJ867204; S: KJ867203	
10561	Orthobunyavirus kernense	MH484306	L	Orthobunyavirus	9570.0	1	L: MH484306; M: MH484307; S: MH484308	
10562	Orthobunyavirus kernense	MH484307	M	Orthobunyavirus	9570.0	1	L: MH484306; M: MH484307; S: MH484308	
10563	Orthobunyavirus kernense	MH484308	S	Orthobunyavirus	9570.0	1	L: MH484306; M: MH484307; S: MH484308	
10564	Orthobunyavirus ketapangense	MK896548	L	Orthobunyavirus	9573.0	1	L: MK896548; M: MK896547; S: MK896546	
10565	Orthobunyavirus ketapangense	MK896547	M	Orthobunyavirus	9573.0	1	L: MK896548; M: MK896547; S: MK896546	
10566	Orthobunyavirus ketapangense	MK896546	S	Orthobunyavirus	9573.0	1	L: MK896548; M: MK896547; S: MK896546	
10567	Orthobunyavirus keystoneense	KX817321	L	Orthobunyavirus	9574.0	1	L: KX817321; M: KX817322; S: KX817323	
10568	Orthobunyavirus keystoneense	KX817322	M	Orthobunyavirus	9574.0	1	L: KX817321; M: KX817322; S: KX817323	
10569	Orthobunyavirus keystoneense	KX817323	S	Orthobunyavirus	9574.0	1	L: KX817321; M: KX817322; S: KX817323	
10570	Orthobunyavirus khatangaense	EU203678	L	Orthobunyavirus	9575.0	1	L: EU203678; M: EU262553; S: EU294510	
10571	Orthobunyavirus khatangaense	EU262553	M	Orthobunyavirus	9575.0	1	L: EU203678; M: EU262553; S: EU294510	
10572	Orthobunyavirus khatangaense	EU294510	S	Orthobunyavirus	9575.0	1	L: EU203678; M: EU262553; S: EU294510	
10573	Orthobunyavirus koongoli	KP792669	L	Orthobunyavirus	9577.0	1	L: KP792669; M: KP792668; S: KP792667	
10574	Orthobunyavirus koongoli	KP792668	M	Orthobunyavirus	9577.0	1	L: KP792669; M: KP792668; S: KP792667	
10575	Orthobunyavirus koongoli	KP792667	S	Orthobunyavirus	9577.0	1	L: KP792669; M: KP792668; S: KP792667	
10576	Orthobunyavirus kowanyamaense	KT820202	L	Orthobunyavirus	9579.0	1	L: KT820202; M: KT820203; S: KT820204	
10577	Orthobunyavirus kowanyamaense	KT820203	M	Orthobunyavirus	9579.0	1	L: KT820202; M: KT820203; S: KT820204	
10578	Orthobunyavirus kowanyamaense	KT820204	S	Orthobunyavirus	9579.0	1	L: KT820202; M: KT820203; S: KT820204	
10579	Orthobunyavirus lacrosseense	EF485032	L	Orthobunyavirus	9580.0	1	L: EF485032; M: EF485031; S: EF485030	
10580	Orthobunyavirus lacrosseense	EF485031	M	Orthobunyavirus	9580.0	1	L: EF485032; M: EF485031; S: EF485030	
10581	Orthobunyavirus lacrosseense	EF485030	S	Orthobunyavirus	9580.0	1	L: EF485032; M: EF485031; S: EF485030	
10582	Orthobunyavirus lasmaloyasense	MK896545	L	Orthobunyavirus	9581.0	1	L: MK896545; M: MK896544; S: MK896543	
10583	Orthobunyavirus lasmaloyasense	MK896544	M	Orthobunyavirus	9581.0	1	L: MK896545; M: MK896544; S: MK896543	
10584	Orthobunyavirus lasmaloyasense	MK896543	S	Orthobunyavirus	9581.0	1	L: MK896545; M: MK896544; S: MK896543	
10585	Orthobunyavirus leanyerense	HM627178	L	Orthobunyavirus	9582.0	1	L: HM627178; M: HM627176; S: HM627177	
10586	Orthobunyavirus leanyerense	HM627176	M	Orthobunyavirus	9582.0	1	L: HM627178; M: HM627176; S: HM627177	
10587	Orthobunyavirus leanyerense	HM627177	S	Orthobunyavirus	9582.0	1	L: HM627178; M: HM627176; S: HM627177	
10588	Orthobunyavirus ledniceense	MK514125	L	Orthobunyavirus	9583.0	1	L: MK514125; M: MK514122; S: MK514119	
10589	Orthobunyavirus ledniceense	MK514122	M	Orthobunyavirus	9583.0	1	L: MK514125; M: MK514122; S: MK514119	
10590	Orthobunyavirus ledniceense	MK514119	S	Orthobunyavirus	9583.0	1	L: MK514125; M: MK514122; S: MK514119	
10591	Orthobunyavirus lukuniense	KP792672	L	Orthobunyavirus	9584.0	1	L: KP792672; M: KP792671; S: KP792670	
10592	Orthobunyavirus lukuniense	KP792671	M	Orthobunyavirus	9584.0	1	L: KP792672; M: KP792671; S: KP792670	
10593	Orthobunyavirus lukuniense	KP792670	S	Orthobunyavirus	9584.0	1	L: KP792672; M: KP792671; S: KP792670	
10594	Orthobunyavirus lumboense	KX817324	L	Orthobunyavirus	9585.0	1	L: KX817324; M: KX817325; S: KX817326	
10595	Orthobunyavirus lumboense	KX817325	M	Orthobunyavirus	9585.0	1	L: KX817324; M: KX817325; S: KX817326	
10596	Orthobunyavirus lumboense	KX817326	S	Orthobunyavirus	9585.0	1	L: KX817324; M: KX817325; S: KX817326	
10597	Orthobunyavirus macauaense	JN572068	L	Orthobunyavirus	9586.0	1	L: JN572068; M: JN572069; S: JN572070	
10598	Orthobunyavirus macauaense	JN572069	M	Orthobunyavirus	9586.0	1	L: JN572068; M: JN572069; S: JN572070	
10599	Orthobunyavirus macauaense	JN572070	S	Orthobunyavirus	9586.0	1	L: JN572068; M: JN572069; S: JN572070	
10600	Orthobunyavirus madridense	KF254779	L	Orthobunyavirus	9587.0	1	L: KF254779; M: KF254780; S: KF254781	
10601	Orthobunyavirus madridense	KF254780	M	Orthobunyavirus	9587.0	1	L: KF254779; M: KF254780; S: KF254781	
10602	Orthobunyavirus madridense	KF254781	S	Orthobunyavirus	9587.0	1	L: KF254779; M: KF254780; S: KF254781	
10603	Orthobunyavirus maguariense	KY910429	L	Orthobunyavirus	9589.0	1	L: KY910429; M: KY910430; S: KY910431	
10604	Orthobunyavirus maguariense	KY910430	M	Orthobunyavirus	9589.0	1	L: KY910429; M: KY910430; S: KY910431	
10605	Orthobunyavirus maguariense	KY910431	S	Orthobunyavirus	9589.0	1	L: KY910429; M: KY910430; S: KY910431	
10606	Orthobunyavirus mahoganyense	KP835520	L	Orthobunyavirus	9590.0	1	L: KP835520; M: KP835519; S: KP835518	
10607	Orthobunyavirus mahoganyense	KP835519	M	Orthobunyavirus	9590.0	1	L: KP835520; M: KP835519; S: KP835518	
10608	Orthobunyavirus mahoganyense	KP835518	S	Orthobunyavirus	9590.0	1	L: KP835520; M: KP835519; S: KP835518	
10609	Orthobunyavirus manzanillaense	KF697150	L	Orthobunyavirus	9591.0	1	L: KF697150; M: KF697149; S: KF697148	
10610	Orthobunyavirus manzanillaense	KF697149	M	Orthobunyavirus	9591.0	1	L: KF697150; M: KF697149; S: KF697148	
10611	Orthobunyavirus manzanillaense	KF697148	S	Orthobunyavirus	9591.0	1	L: KF697150; M: KF697149; S: KF697148	
10612	Orthobunyavirus maprikense	KJ481926	L	Orthobunyavirus	9593.0	1	L: KJ481926; M: KJ481925; S: KJ481924	
10613	Orthobunyavirus maprikense	KJ481925	M	Orthobunyavirus	9593.0	1	L: KJ481926; M: KJ481925; S: KJ481924	
10614	Orthobunyavirus maprikense	KJ481924	S	Orthobunyavirus	9593.0	1	L: KJ481926; M: KJ481925; S: KJ481924	
10615	Orthobunyavirus maritubaense	KF254770	L	Orthobunyavirus	9594.0	1	L: KF254770; M: KF254771; S: KF254772	
10616	Orthobunyavirus maritubaense	KF254771	M	Orthobunyavirus	9594.0	1	L: KF254770; M: KF254771; S: KF254772	
10617	Orthobunyavirus maritubaense	KF254772	S	Orthobunyavirus	9594.0	1	L: KF254770; M: KF254771; S: KF254772	
10618	Orthobunyavirus matruhense	KP792693	L	Orthobunyavirus	9596.0	1	L: KP792693; M: KP792692; S: KP792691	
10619	Orthobunyavirus matruhense	KP792692	M	Orthobunyavirus	9596.0	1	L: KP792693; M: KP792692; S: KP792691	
10620	Orthobunyavirus matruhense	KP792691	S	Orthobunyavirus	9596.0	1	L: KP792693; M: KP792692; S: KP792691	
10621	Orthobunyavirus melajoense	KX817327	L	Orthobunyavirus	9597.0	1	L: KX817327; M: KX817328; S: KX817329	
10622	Orthobunyavirus melajoense	KX817328	M	Orthobunyavirus	9597.0	1	L: KX817327; M: KX817328; S: KX817329	
10623	Orthobunyavirus melajoense	KX817329	S	Orthobunyavirus	9597.0	1	L: KX817327; M: KX817328; S: KX817329	
10624	Orthobunyavirus mermetense	KF697153	L	Orthobunyavirus	9598.0	1	L: KF697153; M: KF697151; S: KF697152	
10625	Orthobunyavirus mermetense	KF697151	M	Orthobunyavirus	9598.0	1	L: KF697153; M: KF697151; S: KF697152	
10626	Orthobunyavirus mermetense	KF697152	S	Orthobunyavirus	9598.0	1	L: KF697153; M: KF697151; S: KF697152	
10627	Orthobunyavirus minatitlanense	MK896527	L	Orthobunyavirus	9599.0	1	L: MK896527; M: MK896526; S: MK896525	
10628	Orthobunyavirus minatitlanense	MK896526	M	Orthobunyavirus	9599.0	1	L: MK896527; M: MK896526; S: MK896525	
10629	Orthobunyavirus minatitlanense	MK896525	S	Orthobunyavirus	9599.0	1	L: MK896527; M: MK896526; S: MK896525	
10630	Orthobunyavirus mirimense	KY013487	L	Orthobunyavirus	9601.0	1	L: KY013487; M: KY013488; S: KY013489	
10631	Orthobunyavirus mirimense	KY013488	M	Orthobunyavirus	9601.0	1	L: KY013487; M: KY013488; S: KY013489	
10632	Orthobunyavirus mirimense	KY013489	S	Orthobunyavirus	9601.0	1	L: KY013487; M: KY013488; S: KY013489	
10633	Orthobunyavirus mitchellense	KJ481923	L	Orthobunyavirus	9602.0	1	L: KJ481923; M: KJ481922; S: KJ481921	
10634	Orthobunyavirus mitchellense	KJ481922	M	Orthobunyavirus	9602.0	1	L: KJ481923; M: KJ481922; S: KJ481921	
10635	Orthobunyavirus mitchellense	KJ481921	S	Orthobunyavirus	9602.0	1	L: KJ481923; M: KJ481922; S: KJ481921	
