	Species	Accession_IDs	segment	Genus	Sort	Isolate Sort	Original_Accession_String	Errors
962	Botrytimonavirus sclerotiniae	MF444282		Botrytimonavirus	8703.0	3.0	MF444282	
963	Botrytimonavirus sclerotiniae	KP900930		Botrytimonavirus	8704.0	4.0	KP900930	
964	Penicillimonavirus betaplasmoparae	MN556997		Penicillimonavirus	8718.0	2.0	MN556997	
965	Sclerotimonavirus alphabotrytidis	MT646386		Sclerotimonavirus	8733.0	2.0	MT646386	
966	Sclerotimonavirus alphaclarireediae	JW826636		Sclerotimonavirus	8735.0	2.0	JW826636	
967	Sclerotimonavirus botrytidis	MF444285		Sclerotimonavirus	8743.0	2.0	MF444285	
968	Sclerotimonavirus fusarii	MF276904		Sclerotimonavirus	8746.0	2.0	MF276904	
969	Sclerotimonavirus sclerotiniae	MF444277		Sclerotimonavirus	8750.0	2.0	MF444277	
970	Sclerotimonavirus sclerotiniae	KC601997		Sclerotimonavirus	8751.0	3.0	KC601997	
971	Sclerotimonavirus sclerotiniae	MF444280		Sclerotimonavirus	8752.0	4.0	MF444280	
972	Orthorubulavirus hominis	AB543337		Orthorubulavirus	8845.0	2.0	AB543337	
973	Barhavirus bahia	KM205003		Barhavirus	8893.0	2.0	KM205003	
974	Ephemerovirus kimberley	JQ941707		Ephemerovirus	8912.0	2.0	JQ941707	
975	Perhabdovirus anguilla	KC608035		Perhabdovirus	8987.0	2.0	KC608035	
976	Siniperhavirus chuatsi	MH319839		Siniperhavirus	9019.0	2.0	MH319839	
977	Siniperhavirus chuatsi	KC519324		Siniperhavirus	9020.0	3.0	KC519324	
978	Siniperhavirus chuatsi	MK397811		Siniperhavirus	9021.0	4.0	MK397811	
979	Sprivivirus esox	KC113518		Sprivivirus	9025.0	2.0	KC113518	
980	Sprivivirus esox	KC113517		Sprivivirus	9026.0	3.0	KC113517	
981	Tibrovirus tibrogargan	KP688373		Tibrovirus	9060.0	2.0	KP688373	
982	Vesiculovirus rhinolophus	MN607593		Vesiculovirus	9085.0	2.0	MN607593	
983	Alphanucleorhabdovirus oryzae	AB516283		Alphanucleorhabdovirus	9098.0	2.0	AB516283	
984	Cytorhabdovirus fragariae	MK159261		Cytorhabdovirus	9137.0	2.0	MK159261	
985	Antennavirus salmonis	MK611981	L	Antennavirus	9219.0	2.0	L: MK611981; M: MK611979; S: MK611980	
986	Antennavirus salmonis	MK611979	M	Antennavirus	9219.0	2.0	L: MK611981; M: MK611979; S: MK611980	
987	Antennavirus salmonis	MK611980	S	Antennavirus	9219.0	2.0	L: MK611981; M: MK611979; S: MK611980	
988	Hartmanivirus haartmani	MH483042	L	Hartmanivirus	9223.0	2.0	L: MH483042; S: MH483041	
989	Hartmanivirus haartmani	MH483041	S	Hartmanivirus	9223.0	2.0	L: MH483042; S: MH483041	
990	Hartmanivirus scholae	MH483030	L	Hartmanivirus	9228.0	2.0	L: MH483030; S: MH483029	
991	Hartmanivirus scholae	MH483029	S	Hartmanivirus	9228.0	2.0	L: MH483030; S: MH483029	
992	Hartmanivirus turici	MH483044	L	Hartmanivirus	9230.0	2.0	L: MH483044; S: MH483043	
993	Hartmanivirus turici	MH483043	S	Hartmanivirus	9230.0	2.0	L: MH483044; S: MH483043	
994	Mammarenavirus choriomeningitidis	EU136039	L	Mammarenavirus	9244.0	2.0	L: EU136039; S: EU136038	
995	Mammarenavirus choriomeningitidis	EU136038	S	Mammarenavirus	9244.0	2.0	L: EU136039; S: EU136038	
996	Mammarenavirus lunaense	AB972431	L	Mammarenavirus	9260.0	2.0	L: AB972431; S: AB972430	
997	Mammarenavirus lunaense	AB972430	S	Mammarenavirus	9260.0	2.0	L: AB972431; S: AB972430	
998	Mammarenavirus mopeiaense	EU914104	L	Mammarenavirus	9266.0	2.0	L: EU914104; S: EU914103	
999	Mammarenavirus mopeiaense	EU914103	S	Mammarenavirus	9266.0	2.0	L: EU914104; S: EU914103	
1000	Mammarenavirus whitewaterense	EU938665	L	Mammarenavirus	9278.0	2.0	L: EU938665; S: EF619035	
1001	Mammarenavirus whitewaterense	EF619035	S	Mammarenavirus	9278.0	2.0	L: EU938665; S: EF619035	
1002	Mammarenavirus whitewaterense	JX237768	S	Mammarenavirus	9279.0	3.0	S: JX237768	
1003	Mammarenavirus whitewaterense	EU938659	L	Mammarenavirus	9280.0	4.0	L: EU938659; S: EU123328	
1004	Mammarenavirus whitewaterense	EU123328	S	Mammarenavirus	9280.0	4.0	L: EU938659; S: EU123328	
1005	Mammarenavirus whitewaterense	EU938663	L	Mammarenavirus	9281.0	5.0	L: EU938663; S: EF619034	
1006	Mammarenavirus whitewaterense	EF619034	S	Mammarenavirus	9281.0	5.0	L: EU938663; S: EF619034	
1007	Reptarenavirus giessenae	KR870029	L	Reptarenavirus	9287.0	2.0	L: KR870029; S: KR870015	
1008	Reptarenavirus giessenae	KR870015	S	Reptarenavirus	9287.0	2.0	L: KR870029; S: KR870015	
1009	Reptarenavirus giessenae	KR870023	L	Reptarenavirus	9288.0	3.0	L: KR870023; S: KR870013	
1010	Reptarenavirus giessenae	KR870013	S	Reptarenavirus	9288.0	3.0	L: KR870023; S: KR870013	
1011	Reptarenavirus rotterdamense	KF297881	L	Reptarenavirus	9290.0	2.0	L: KF297881; S: KF297880	
1012	Reptarenavirus rotterdamense	KF297880	S	Reptarenavirus	9290.0	2.0	L: KF297881; S: KF297880	
1013	Orthodiscovirus coniellae	MN585282		Orthodiscovirus	9295.0	2.0	MN585282; MT258648; MT258649	
1014	Orthodiscovirus coniellae	MT258648		Orthodiscovirus	9295.0	2.0	MN585282; MT258648; MT258649	
1015	Orthodiscovirus coniellae	MT258649		Orthodiscovirus	9295.0	2.0	MN585282; MT258648; MT258649	
1016	Mobatvirus laibinense	KY662266	L	Mobatvirus		2.0	L: KY662266; M: KY662265; S: KY662264 	
1017	Mobatvirus laibinense	KY662265	M	Mobatvirus		2.0	L: KY662266; M: KY662265; S: KY662264 	
1018	Mobatvirus laibinense	KY662264	S	Mobatvirus		2.0	L: KY662266; M: KY662265; S: KY662264 	
1019	Mobatvirus novaense	KY780088	L	Mobatvirus		2.0	L: KY780088; M: KY780087; S: KY780086 	
1020	Mobatvirus novaense	KY780087	M	Mobatvirus		2.0	L: KY780088; M: KY780087; S: KY780086 	
1021	Mobatvirus novaense	KY780086	S	Mobatvirus		2.0	L: KY780088; M: KY780087; S: KY780086 	
1022	Mobatvirus xuansonense	OQ466078	M	Mobatvirus		2.0	M: OQ466078; S: OQ466086	
1023	Mobatvirus xuansonense	OQ466086	S	Mobatvirus		2.0	M: OQ466078; S: OQ466086	
1024	Orthohantavirus andesense	KF581136	L	Orthohantavirus	9342.0	2.0	L: KF581136; M: KF581135; S: KF581134 	
1025	Orthohantavirus andesense	KF581135	M	Orthohantavirus	9342.0	2.0	L: KF581136; M: KF581135; S: KF581134 	
1026	Orthohantavirus andesense	KF581134	S	Orthohantavirus	9342.0	2.0	L: KF581136; M: KF581135; S: KF581134 	
1027	Orthohantavirus andesense	AF028022	M	Orthohantavirus	9343.0	3.0	M: AF028022; S: AF482714	
1028	Orthohantavirus andesense	AF482714	S	Orthohantavirus	9343.0	3.0	M: AF028022; S: AF482714	
1029	Orthohantavirus andesense	AF028024	M	Orthohantavirus	9344.0	4.0	M: AF028024; S: AF482715	
1030	Orthohantavirus andesense	AF482715	S	Orthohantavirus	9344.0	4.0	M: AF028024; S: AF482715	
1031	Orthohantavirus bayoui	L36930	M	Orthohantavirus	9347.0	2.0	M: L36930; S: L36929	
1032	Orthohantavirus bayoui	L36929	S	Orthohantavirus	9347.0	2.0	M: L36930; S: L36929	
1033	Orthohantavirus bayoui	FJ858378	L	Orthohantavirus	9348.0	2.0	L: FJ858378; M: DQ177347; S: DQ256126 	
1034	Orthohantavirus bayoui	DQ177347	M	Orthohantavirus	9348.0	2.0	L: FJ858378; M: DQ177347; S: DQ256126 	
1035	Orthohantavirus bayoui	DQ256126	S	Orthohantavirus	9348.0	2.0	L: FJ858378; M: DQ177347; S: DQ256126 	
1036	Orthohantavirus caobangense	JX465377	L	Orthohantavirus	9352.0	2.0	L: JX465377; M: JX465395; S: JX465411 	
1037	Orthohantavirus caobangense	JX465395	M	Orthohantavirus	9352.0	2.0	L: JX465377; M: JX465395; S: JX465411 	
1038	Orthohantavirus caobangense	JX465411	S	Orthohantavirus	9352.0	2.0	L: JX465377; M: JX465395; S: JX465411 	
1039	Orthohantavirus chocloense	OR365538	L	Orthohantavirus		2.0	L: OR365538 ; M: OR365537; S: OR365536	
1040	Orthohantavirus chocloense	OR365537	M	Orthohantavirus		2.0	L: OR365538 ; M: OR365537; S: OR365536	
1041	Orthohantavirus chocloense	OR365536	S	Orthohantavirus		2.0	L: OR365538 ; M: OR365537; S: OR365536	
1042	Orthohantavirus dabieshanense	JF796043	L	Orthohantavirus	9354.0	2.0	L: JF796043; M: JF796036; S: JF796022	
1043	Orthohantavirus dabieshanense	JF796036	M	Orthohantavirus	9354.0	2.0	L: JF796043; M: JF796036; S: JF796022	
1044	Orthohantavirus dabieshanense	JF796022	S	Orthohantavirus	9354.0	2.0	L: JF796043; M: JF796036; S: JF796022	
1045	Orthohantavirus dobravaense	GQ303582	M	Orthohantavirus	9357.0	2.0	M: GQ303582	
1046	Orthohantavirus dobravaense	AJ410618	L	Orthohantavirus	9358.0	3.0	L: AJ410618	
1047	Orthohantavirus dobravaense	JF920148	L	Orthohantavirus	9359.0	4.0	L: JF920148; M: JF920149; S: JF920150	
1048	Orthohantavirus dobravaense	JF920149	M	Orthohantavirus	9359.0	4.0	L: JF920148; M: JF920149; S: JF920150	
1049	Orthohantavirus dobravaense	JF920150	S	Orthohantavirus	9359.0	4.0	L: JF920148; M: JF920149; S: JF920150	
1050	Orthohantavirus dobravaense	GU904041	L	Orthohantavirus		5.0	L: GU904041; M: GU904034; S: GU904028	
1051	Orthohantavirus dobravaense	GU904034	M	Orthohantavirus		5.0	L: GU904041; M: GU904034; S: GU904028	
1052	Orthohantavirus dobravaense	GU904028	S	Orthohantavirus		5.0	L: GU904041; M: GU904034; S: GU904028	
1053	Orthohantavirus hantanense	KC136242	L	Orthohantavirus	9363.0	2.0	L: KC136242; M: KC136243; S: KC136244	
1054	Orthohantavirus hantanense	KC136243	M	Orthohantavirus	9363.0	2.0	L: KC136242; M: KC136243; S: KC136244	
1055	Orthohantavirus hantanense	KC136244	S	Orthohantavirus	9363.0	2.0	L: KC136242; M: KC136243; S: KC136244	
1056	Orthohantavirus hantanense	DQ056292	L	Orthohantavirus	9364.0	3.0	L: DQ056292; M: AY675353; S: AY675349	
1057	Orthohantavirus hantanense	AY675353	M	Orthohantavirus	9364.0	3.0	L: DQ056292; M: AY675353; S: AY675349	
1058	Orthohantavirus hantanense	AY675349	S	Orthohantavirus	9364.0	3.0	L: DQ056292; M: AY675353; S: AY675349	
1059	Orthohantavirus hantanense	OR700523	L	Orthohantavirus		4.0	L: OR700523; M: OR700530; S: OR700537	
1060	Orthohantavirus hantanense	OR700530	M	Orthohantavirus		4.0	L: OR700523; M: OR700530; S: OR700537	
1061	Orthohantavirus hantanense	OR700537	S	Orthohantavirus		4.0	L: OR700523; M: OR700530; S: OR700537	
1062	Orthohantavirus jejuense	MN295687	L	Orthohantavirus		2.0	L: MN295687; M: MN295685; S: MN295683	
1063	Orthohantavirus jejuense	MN295685	M	Orthohantavirus		2.0	L: MN295687; M: MN295685; S: MN295683	
1064	Orthohantavirus jejuense	MN295683	S	Orthohantavirus		2.0	L: MN295687; M: MN295685; S: MN295683	
1065	Orthohantavirus khabarovskense	AJ011649	L	Orthohantavirus	9368.0	2.0	L: AJ011649; M: AJ011647; S: AJ011646	
1066	Orthohantavirus khabarovskense	AJ011647	M	Orthohantavirus	9368.0	2.0	L: AJ011649; M: AJ011647; S: AJ011646	
1067	Orthohantavirus khabarovskense	AJ011646	S	Orthohantavirus	9368.0	2.0	L: AJ011649; M: AJ011647; S: AJ011646	
1068	Orthohantavirus khabarovskense	KJ857311	L	Orthohantavirus		3.0	L: KJ857311; M: KJ857340; S: KJ857344	
1069	Orthohantavirus khabarovskense	KJ857340	M	Orthohantavirus		3.0	L: KJ857311; M: KJ857340; S: KJ857344	
1070	Orthohantavirus khabarovskense	KJ857344	S	Orthohantavirus		3.0	L: KJ857311; M: KJ857340; S: KJ857344	
1071	Orthohantavirus moroense	AB620108	L	Orthohantavirus	9374.0	2.0	L: AB620108; M: AB620107; S: AB620106	
1072	Orthohantavirus moroense	AB620107	M	Orthohantavirus	9374.0	2.0	L: AB620108; M: AB620107; S: AB620106	
1073	Orthohantavirus moroense	AB620106	S	Orthohantavirus	9374.0	2.0	L: AB620108; M: AB620107; S: AB620106	
1074	Orthohantavirus negraense	JQ611713	L	Orthohantavirus	9377.0	2.0	L: JQ611713; M: JQ611714; S: JQ611712 	
1075	Orthohantavirus negraense	JQ611714	M	Orthohantavirus	9377.0	2.0	L: JQ611713; M: JQ611714; S: JQ611712 	
1076	Orthohantavirus negraense	JQ611712	S	Orthohantavirus	9377.0	2.0	L: JQ611713; M: JQ611714; S: JQ611712 	
1077	Orthohantavirus negraense	AF005728	M	Orthohantavirus	9376.0	3.0	M: AF005728; S: AF005727	
1078	Orthohantavirus negraense	AF005727	S	Orthohantavirus	9376.0	3.0	M: AF005728; S: AF005727	
1079	Orthohantavirus puumalaense	AB712372	L	Orthohantavirus	9383.0	2.0	L: AB712372; M: AB676848; S: AB675463	
1080	Orthohantavirus puumalaense	AB676848	M	Orthohantavirus	9383.0	2.0	L: AB712372; M: AB676848; S: AB675463	
1081	Orthohantavirus puumalaense	AB675463	S	Orthohantavirus	9383.0	2.0	L: AB712372; M: AB676848; S: AB675463	
1082	Orthohantavirus puumalaense	JX028271	L	Orthohantavirus	9384.0	3.0	L: JX028271; M: JX028272; S: JX028273	
1083	Orthohantavirus puumalaense	JX028272	M	Orthohantavirus	9384.0	3.0	L: JX028271; M: JX028272; S: JX028273	
1084	Orthohantavirus puumalaense	JX028273	S	Orthohantavirus	9384.0	3.0	L: JX028271; M: JX028272; S: JX028273	
1085	Orthohantavirus puumalaense	MN832782	L	Orthohantavirus		4.0	L: MN832782; M: MN832783; S: MN832784	
1086	Orthohantavirus puumalaense	MN832783	M	Orthohantavirus		4.0	L: MN832782; M: MN832783; S: MN832784	
1087	Orthohantavirus puumalaense	MN832784	S	Orthohantavirus		4.0	L: MN832782; M: MN832783; S: MN832784	
1088	Orthohantavirus seoulense	KC344269	M	Orthohantavirus	9390.0	2.0	M: KC344269; S: KC344252	
1089	Orthohantavirus seoulense	KC344252	S	Orthohantavirus	9390.0	2.0	M: KC344269; S: KC344252	
1090	Orthohantavirus seoulense	OP946511	L	Orthohantavirus		3.0	L: OP946511; M: OP946510; S: OP946509	
1091	Orthohantavirus seoulense	OP946510	M	Orthohantavirus		3.0	L: OP946511; M: OP946510; S: OP946509	
1092	Orthohantavirus seoulense	OP946509	S	Orthohantavirus		3.0	L: OP946511; M: OP946510; S: OP946509	
1093	Orthohantavirus sinnombreense	U36801	M	Orthohantavirus	9392.0	2.0	M: U36801; S: U09488	
1094	Orthohantavirus sinnombreense	U09488	S	Orthohantavirus	9392.0	2.0	M: U36801; S: U09488	
1095	Orthohantavirus sinnombreense	L25782	L	Orthohantavirus		3.0	L: L25782; M: L25783; S: L25784	
1096	Orthohantavirus sinnombreense	L25783	M	Orthohantavirus		3.0	L: L25782; M: L25783; S: L25784	
1097	Orthohantavirus sinnombreense	L25784	S	Orthohantavirus		3.0	L: L25782; M: L25783; S: L25784	
1098	Orthohantavirus thailandense	AM998806	L	Orthohantavirus	9395.0	2.0	L: AM998806; M: AM998807; S: AM998808	
1099	Orthohantavirus thailandense	AM998807	M	Orthohantavirus	9395.0	2.0	L: AM998806; M: AM998807; S: AM998808	
1100	Orthohantavirus thailandense	AM998808	S	Orthohantavirus	9395.0	2.0	L: AM998806; M: AM998807; S: AM998808	
1101	Orthohantavirus thailandense	L08756	M	Orthohantavirus	9396.0	3.0	M: L08756	
1102	Orthohantavirus thailandense	MZ343362	L	Orthohantavirus		4.0	L: MZ343362; M: MZ343361; S: MZ343360	
1103	Orthohantavirus thailandense	MZ343361	M	Orthohantavirus		4.0	L: MZ343362; M: MZ343361; S: MZ343360	
1104	Orthohantavirus thailandense	MZ343360	S	Orthohantavirus		4.0	L: MZ343362; M: MZ343361; S: MZ343360	
1105	Orthohantavirus tulaense	KP013556	L	Orthohantavirus	9399.0	2.0	L: KP013556; M: KP013579; S: KP013568	
1106	Orthohantavirus tulaense	KP013579	M	Orthohantavirus	9399.0	2.0	L: KP013556; M: KP013579; S: KP013568	
1107	Orthohantavirus tulaense	KP013568	S	Orthohantavirus	9399.0	2.0	L: KP013556; M: KP013579; S: KP013568	
1108	Thottimvirus imjinense	EF641806	L	Thottimvirus		2.0	L: EF641806; M: EF641798; S: EF641804	
1109	Thottimvirus imjinense	EF641798	M	Thottimvirus		2.0	L: EF641806; M: EF641798; S: EF641804	
1110	Thottimvirus imjinense	EF641804	S	Thottimvirus		2.0	L: EF641806; M: EF641798; S: EF641804	
1111	Thottimvirus thottapalayamense	KJ420568	L	Thottimvirus		2.0	L: KJ420568; M: KJ420542; S: KJ420560	
1112	Thottimvirus thottapalayamense	KJ420542	M	Thottimvirus		2.0	L: KJ420568; M: KJ420542; S: KJ420560	
1113	Thottimvirus thottapalayamense	KJ420560	S	Thottimvirus		2.0	L: KJ420568; M: KJ420542; S: KJ420560	
1114	Orthonairovirus bandiaense	KU925446	L	Orthonairovirus		2.0	L: KU925446; M: KU925447; S: KU925448	
1115	Orthonairovirus bandiaense	KU925447	M	Orthonairovirus		2.0	L: KU925446; M: KU925447; S: KU925448	
1116	Orthonairovirus bandiaense	KU925448	S	Orthonairovirus		2.0	L: KU925446; M: KU925447; S: KU925448	
1117	Orthonairovirus bushkeyense	KP792708	L	Orthonairovirus	9418.0	2.0	L: KP792708; M: KP792709; S: KP792710	
1118	Orthonairovirus bushkeyense	KP792709	M	Orthonairovirus	9418.0	2.0	L: KP792708; M: KP792709; S: KP792710	
1119	Orthonairovirus bushkeyense	KP792710	S	Orthonairovirus	9418.0	2.0	L: KP792708; M: KP792709; S: KP792710	
1120	Orthonairovirus bushkeyense	KU925467	L	Orthonairovirus	9419.0	3.0	L: KU925467; M: KU925468; S: KU925469	
1121	Orthonairovirus bushkeyense	KU925468	M	Orthonairovirus	9419.0	3.0	L: KU925467; M: KU925468; S: KU925469	
1122	Orthonairovirus bushkeyense	KU925469	S	Orthonairovirus	9419.0	3.0	L: KU925467; M: KU925468; S: KU925469	
1123	Orthonairovirus bushkeyense	KU925470	L	Orthonairovirus	9420.0	4.0	L: KU925470; M: KU925471; S: KU925472	
1124	Orthonairovirus bushkeyense	KU925471	M	Orthonairovirus	9420.0	4.0	L: KU925470; M: KU925471; S: KU925472	
1125	Orthonairovirus bushkeyense	KU925472	S	Orthonairovirus	9420.0	4.0	L: KU925470; M: KU925471; S: KU925472	
1126	Orthonairovirus bushkeyense	KU925479	L	Orthonairovirus	9421.0	5.0	L: KU925479; M: KU925480; S: KU925481	
1127	Orthonairovirus bushkeyense	KU925480	M	Orthonairovirus	9421.0	5.0	L: KU925479; M: KU925480; S: KU925481	
1128	Orthonairovirus bushkeyense	KU925481	S	Orthonairovirus	9421.0	5.0	L: KU925479; M: KU925480; S: KU925481	
1129	Orthonairovirus clomorense	KU343139	L	Orthonairovirus		2.0	L: KU343139; M: KU343140; S: KU343141	
1130	Orthonairovirus clomorense	KU343140	M	Orthonairovirus		2.0	L: KU343139; M: KU343140; S: KU343141	
1131	Orthonairovirus clomorense	KU343141	S	Orthonairovirus		2.0	L: KU343139; M: KU343140; S: KU343141	
1132	Orthonairovirus keterehense	KP792741	L	Orthonairovirus	9436.0	2.0	L: KP792741; M: KP792742; S: KP792743	
1133	Orthonairovirus keterehense	KP792742	M	Orthonairovirus	9436.0	2.0	L: KP792741; M: KP792742; S: KP792743	
1134	Orthonairovirus keterehense	KP792743	S	Orthonairovirus	9436.0	2.0	L: KP792741; M: KP792742; S: KP792743	
1135	Orthonairovirus qalyubense	KP792714	L	Orthonairovirus	9445.0	2.0	L: KP792714; M: KP792715; S: KP792716	
1136	Orthonairovirus qalyubense	KP792715	M	Orthonairovirus	9445.0	2.0	L: KP792714; M: KP792715; S: KP792716	
1137	Orthonairovirus qalyubense	KP792716	S	Orthonairovirus	9445.0	2.0	L: KP792714; M: KP792715; S: KP792716	
1138	Orthonairovirus randallense	KU925485	L	Orthonairovirus		2.0	L: KU925485; M: KU925486; S: KU925487	
1139	Orthonairovirus randallense	KU925486	M	Orthonairovirus		2.0	L: KU925485; M: KU925486; S: KU925487	
1140	Orthonairovirus randallense	KU925487	S	Orthonairovirus		2.0	L: KU925485; M: KU925486; S: KU925487	
1141	Orthonairovirus sakhalinense	KU925494	L	Orthonairovirus	9448.0	2.0	L: KU925494; M: KU925495; S: KU925496	
1142	Orthonairovirus sakhalinense	KU925495	M	Orthonairovirus	9448.0	2.0	L: KU925494; M: KU925495; S: KU925496	
1143	Orthonairovirus sakhalinense	KU925496	S	Orthonairovirus	9448.0	2.0	L: KU925494; M: KU925495; S: KU925496	
1144	Orthonairovirus tomdiense	MK757580	L	Orthonairovirus		2.0	L: MK757580; M: MK757581; S: MK757582	
1145	Orthonairovirus tomdiense	MK757581	M	Orthonairovirus		2.0	L: MK757580; M: MK757581; S: MK757582	
1146	Orthonairovirus tomdiense	MK757582	S	Orthonairovirus		2.0	L: MK757580; M: MK757581; S: MK757582	
1147	Orthonairovirus zirkuense	KU925500	L	Orthonairovirus		2.0	L: KU925500	
1148	Orthobunyavirus acaraense	MK896620	L	Orthobunyavirus	9472.0	2.0	L: MK896620; M: MK896619; S: MK896618	
1149	Orthobunyavirus acaraense	MK896619	M	Orthobunyavirus	9472.0	2.0	L: MK896620; M: MK896619; S: MK896618	
1150	Orthobunyavirus acaraense	MK896618	S	Orthobunyavirus	9472.0	2.0	L: MK896620; M: MK896619; S: MK896618	
1151	Orthobunyavirus achiotei	KY555808	L	Orthobunyavirus	9474.0	2.0	L: KY555808; M: KY555809; S: KY555810	
1152	Orthobunyavirus achiotei	KY555809	M	Orthobunyavirus	9474.0	2.0	L: KY555808; M: KY555809; S: KY555810	
1153	Orthobunyavirus achiotei	KY555810	S	Orthobunyavirus	9474.0	2.0	L: KY555808; M: KY555809; S: KY555810	
1154	Orthobunyavirus akabaneense	MH484339	L	Orthobunyavirus	9477.0	2.0	L: MH484339; M: MH484340; S: MH484341	
1155	Orthobunyavirus akabaneense	MH484340	M	Orthobunyavirus	9477.0	2.0	L: MH484339; M: MH484340; S: MH484341	
1156	Orthobunyavirus akabaneense	MH484341	S	Orthobunyavirus	9477.0	2.0	L: MH484339; M: MH484340; S: MH484341	
1157	Orthobunyavirus bellavistaense	MK896641	L	Orthobunyavirus	9491.0	2.0	L: MK896641; M: MK896640; S: MK896639	
1158	Orthobunyavirus bellavistaense	MK896640	M	Orthobunyavirus	9491.0	2.0	L: MK896641; M: MK896640; S: MK896639	
1159	Orthobunyavirus bellavistaense	MK896639	S	Orthobunyavirus	9491.0	2.0	L: MK896641; M: MK896640; S: MK896639	
1160	Orthobunyavirus bellavistaense	MK896629	L	Orthobunyavirus	9492.0	3.0	L: MK896629; M: MK896628; S: MK896627	
1161	Orthobunyavirus bellavistaense	MK896628	M	Orthobunyavirus	9492.0	3.0	L: MK896629; M: MK896628; S: MK896627	
1162	Orthobunyavirus bellavistaense	MK896627	S	Orthobunyavirus	9492.0	3.0	L: MK896629; M: MK896628; S: MK896627	
1163	Orthobunyavirus bellavistaense	MK896480	L	Orthobunyavirus	9493.0	4.0	L: MK896480; M: MK896479; S: MK896478	
1164	Orthobunyavirus bellavistaense	MK896479	M	Orthobunyavirus	9493.0	4.0	L: MK896480; M: MK896479; S: MK896478	
1165	Orthobunyavirus bellavistaense	MK896478	S	Orthobunyavirus	9493.0	4.0	L: MK896480; M: MK896479; S: MK896478	
1166	Orthobunyavirus bertiogaense	MK896591	L	Orthobunyavirus	9496.0	2.0	L: MK896591 ; M: MK896590; S: MK896589	
1167	Orthobunyavirus bertiogaense	MK896590	M	Orthobunyavirus	9496.0	2.0	L: MK896591 ; M: MK896590; S: MK896589	
1168	Orthobunyavirus bertiogaense	MK896589	S	Orthobunyavirus	9496.0	2.0	L: MK896591 ; M: MK896590; S: MK896589	
1169	Orthobunyavirus buffaloense	KF234253	L	Orthobunyavirus	9505.0	2.0	L: KF234253; M: KF234254; S: KF234255	
1170	Orthobunyavirus buffaloense	KF234254	M	Orthobunyavirus	9505.0	2.0	L: KF234253; M: KF234254; S: KF234255	
1171	Orthobunyavirus buffaloense	KF234255	S	Orthobunyavirus	9505.0	2.0	L: KF234253; M: KF234254; S: KF234255	
1172	Orthobunyavirus buffaloense	KR013235	L	Orthobunyavirus	9506.0	3.0	L: KR013235; M: KR013236; S: KR013237	
1173	Orthobunyavirus buffaloense	KR013236	M	Orthobunyavirus	9506.0	3.0	L: KR013235; M: KR013236; S: KR013237	
1174	Orthobunyavirus buffaloense	KR013237	S	Orthobunyavirus	9506.0	3.0	L: KR013235; M: KR013236; S: KR013237	
1175	Orthobunyavirus bunyamweraense	M21951	M	Orthobunyavirus	9508.0	2.0	M: M21951; S: M19420	
1176	Orthobunyavirus bunyamweraense	M19420	S	Orthobunyavirus	9508.0	2.0	M: M21951; S: M19420	
1177	Orthobunyavirus bunyamweraense	AY593726	L	Orthobunyavirus	9509.0	3.0	L: AY593726; M: AY593731; S: AY593727	
1178	Orthobunyavirus bunyamweraense	AY593731	M	Orthobunyavirus	9509.0	3.0	L: AY593726; M: AY593731; S: AY593727	
1179	Orthobunyavirus bunyamweraense	AY593727	S	Orthobunyavirus	9509.0	3.0	L: AY593726; M: AY593731; S: AY593727	
1180	Orthobunyavirus bunyamweraense	KC608152	L	Orthobunyavirus	9510.0	4.0	L: KC608152; M: KC608153; S: KC608154	
1181	Orthobunyavirus bunyamweraense	KC608153	M	Orthobunyavirus	9510.0	4.0	L: KC608152; M: KC608153; S: KC608154	
1182	Orthobunyavirus bunyamweraense	KC608154	S	Orthobunyavirus	9510.0	4.0	L: KC608152; M: KC608153; S: KC608154	
1183	Orthobunyavirus bunyamweraense	EU564830	S	Orthobunyavirus	9512.0	6.0	S: EU564830	
1184	Orthobunyavirus bushbushense	MK896521	L	Orthobunyavirus	9514.0	2.0	L: MK896521; M: MK896520; S: MK896519	
1185	Orthobunyavirus bushbushense	MK896520	M	Orthobunyavirus	9514.0	2.0	L: MK896521; M: MK896520; S: MK896519	
1186	Orthobunyavirus bushbushense	MK896519	S	Orthobunyavirus	9514.0	2.0	L: MK896521; M: MK896520; S: MK896519	
1187	Orthobunyavirus bwambaense	KJ867178	L	Orthobunyavirus	9517.0	2.0	L: KJ867178; M: KJ867177; S: EU564828	
1188	Orthobunyavirus bwambaense	KJ867177	M	Orthobunyavirus	9517.0	2.0	L: KJ867178; M: KJ867177; S: EU564828	
1189	Orthobunyavirus bwambaense	EU564828	S	Orthobunyavirus	9517.0	2.0	L: KJ867178; M: KJ867177; S: EU564828	
1190	Orthobunyavirus cacheense	JN808311	L	Orthobunyavirus	9519.0	2.0	L: JN808311; M: JN808310; S: EU879062	
1191	Orthobunyavirus cacheense	JN808310	M	Orthobunyavirus	9519.0	2.0	L: JN808311; M: JN808310; S: EU879062	
1192	Orthobunyavirus cacheense	EU879062	S	Orthobunyavirus	9519.0	2.0	L: JN808311; M: JN808310; S: EU879062	
1193	Orthobunyavirus cacheense	KX100120	L	Orthobunyavirus	9520.0	3.0	L: KX100120; M: KX100119; S: KX100118	
