A_acc	A_genus	A_species	A_seg	A_seq_len	STATUS	perc_qcov	E_top_hit_acc	E_top_hit_species	E_top_hit_seg	E_top_hit_perc_qcov	_min_perc_cov	_blast_mode
FJ608550	Orthohantavirus	Orthohantavirus negraense	M	3694.0	HIT_01	0.9997292907417433	AF005728.?	Orthohantavirus_negraense	M	0.9997292907417433	0.05	blastn10
FJ532244	Orthohantavirus	Orthohantavirus negraense	S	1926.0	HIT_01	0.9994807892004154	AF005727.?	Orthohantavirus_negraense	S	0.9994807892004154	0.05	blastn10
AB712372	Orthohantavirus	Orthohantavirus puumalaense	L	6547.0	HIT_01	0.999847258286238	M63194.?	Orthohantavirus_puumalaense	L	0.999847258286238	0.05	blastn10
AB676848	Orthohantavirus	Orthohantavirus puumalaense	M	3682.0	HIT_01	0.9997284084736556	M29979.?	Orthohantavirus_puumalaense	M	0.9997284084736556	0.05	blastn10
AB675463	Orthohantavirus	Orthohantavirus puumalaense	S	1832.0	HIT_05	0.8024017467248908	EU072480.?	Orthohantavirus_fusongense	S	0.8362445414847162	0.05	blastn10
JX028271	Orthohantavirus	Orthohantavirus puumalaense	L	6544.0	HIT_01	0.9998471882640587	M63194.?	Orthohantavirus_puumalaense	L	0.9998471882640587	0.05	blastn10
JX028272	Orthohantavirus	Orthohantavirus puumalaense	M	3652.0	HIT_01	0.9997261774370209	M29979.?	Orthohantavirus_puumalaense	M	0.9997261774370209	0.05	blastn10
JX028273	Orthohantavirus	Orthohantavirus puumalaense	S	1831.0	HIT_05	0.7880939377389404	KJ857342.?	Orthohantavirus_khabarovskense	S	0.837793555434189	0.05	blastn10
MN832782	Orthohantavirus	Orthohantavirus puumalaense	L	6550.0	HIT_01	0.9998473282442748	M63194.?	Orthohantavirus_puumalaense	L	0.9998473282442748	0.05	blastn10
MN832783	Orthohantavirus	Orthohantavirus puumalaense	M	3682.0	HIT_01	0.9997284084736556	M29979.?	Orthohantavirus_puumalaense	M	0.9997284084736556	0.05	blastn10
MN832784	Orthohantavirus	Orthohantavirus puumalaense	S	1830.0	HIT_01	0.966120218579235	M32750.?	Orthohantavirus_puumalaense	S	0.966120218579235	0.05	blastn10
KC344269	Orthohantavirus	Orthohantavirus seoulense	M	3651.0	HIT_01	0.9997261024376883	S47716.?	Orthohantavirus_seoulense	M	0.9997261024376883	0.05	blastn10
KC344252	Orthohantavirus	Orthohantavirus seoulense	S	1774.0	HIT_01	0.9977452085682075	AY273791.?	Orthohantavirus_seoulense	S	0.9977452085682075	0.05	blastn10
OP946511	Orthohantavirus	Orthohantavirus seoulense	L	6530.0	HIT_01	0.9998468606431853	X56492.?	Orthohantavirus_seoulense	L	0.9998468606431853	0.05	blastn10
OP946510	Orthohantavirus	Orthohantavirus seoulense	M	3642.0	HIT_01	0.999725425590335	S47716.?	Orthohantavirus_seoulense	M	0.999725425590335	0.05	blastn10
OP946509	Orthohantavirus	Orthohantavirus seoulense	S	1290.0	HIT_01	0.9992248062015504	AY273791.?	Orthohantavirus_seoulense	S	0.9992248062015504	0.05	blastn10
U36801	Orthohantavirus	Orthohantavirus sinnombreense	M	3668.0	HIT_01	0.9997273718647764	L37903.?	Orthohantavirus_sinnombreense	M	0.9997273718647764	0.05	blastn10
U09488	Orthohantavirus	Orthohantavirus sinnombreense	S	2078.0	HIT_01	0.9995187680461982	L37904.?	Orthohantavirus_sinnombreense	S	0.9995187680461982	0.05	blastn10
L25782	Orthohantavirus	Orthohantavirus sinnombreense	L	1000.0	HIT_01	0.999	L37901.1	Orthohantavirus_sinnombreense	L	0.999	0.05	blastn10
L25783	Orthohantavirus	Orthohantavirus sinnombreense	M	3696.0	HIT_01	0.9997294372294372	L37903.?	Orthohantavirus_sinnombreense	M	0.9997294372294372	0.05	blastn10
L25784	Orthohantavirus	Orthohantavirus sinnombreense	S	2059.0	HIT_01	0.9995143273433705	L37904.?	Orthohantavirus_sinnombreense	S	0.9995143273433705	0.05	blastn10
AM998806	Orthohantavirus	Orthohantavirus thailandense	L	412.0	HIT_01	0.9951456310679612	KC490922.?	Orthohantavirus_thailandense	L	0.9951456310679612	0.05	blastn10
AM998807	Orthohantavirus	Orthohantavirus thailandense	M	343.0	HIT_01	0.9941690962099126	KC490919.?	Orthohantavirus_thailandense	M	0.9941690962099126	0.05	blastn10
AM998808	Orthohantavirus	Orthohantavirus thailandense	S	1567.0	HIT_01	0.9802169751116784	KC490918.?	Orthohantavirus_thailandense	S	0.9802169751116784	0.05	blastn10
L08756	Orthohantavirus	Orthohantavirus thailandense	M	3613.0	HIT_02	0.9889288679767506	M14627.?	Orthohantavirus_hantanense	M	0.9997232216994187	0.05	blastn10
MZ343362	Orthohantavirus	Orthohantavirus thailandense	L	6501.0	HIT_03	0.9987694200892171	AJ410617.?	Orthohantavirus_dobravaense	L	0.9998461775111521	0.05	blastn10
MZ343361	Orthohantavirus	Orthohantavirus thailandense	M	3585.0	HIT_01	0.999721059972106	KC490919.?	Orthohantavirus_thailandense	M	0.999721059972106	0.05	blastn10
MZ343360	Orthohantavirus	Orthohantavirus thailandense	S	1825.0	HIT_01	0.9945205479452055	KC490918.?	Orthohantavirus_thailandense	S	0.9945205479452055	0.05	blastn10
KP013556	Orthohantavirus	Orthohantavirus tulaense	L	347.0	E_QSPECIES_NOT_HIT		EF646763.?	Orthohantavirus_prospectense	L	0.9971181556195965	0.05	blastn10
KP013579	Orthohantavirus	Orthohantavirus tulaense	M	3685.0	HIT_01	0.9997286295793758	Z69993.?	Orthohantavirus_tulaense	M	0.9997286295793758	0.05	blastn10
KP013568	Orthohantavirus	Orthohantavirus tulaense	S	1796.0	HIT_01	0.9994432071269488	Z49915.?	Orthohantavirus_tulaense	S	0.9994432071269488	0.05	blastn10
EF641806	Thottimvirus	Thottimvirus imjinense	L	6570.0	HIT_01	0.9998477929984779	KJ420567.?	Thottimvirus_imjinense	L	0.9998477929984779	0.05	blastn10
EF641798	Thottimvirus	Thottimvirus imjinense	M	3619.0	HIT_01	0.9997236805747444	KJ420541.?	Thottimvirus_imjinense	M	0.9997236805747444	0.05	blastn10
EF641804	Thottimvirus	Thottimvirus imjinense	S	1577.0	HIT_01	0.9993658845909955	KJ420559.?	Thottimvirus_imjinense	S	0.9993658845909955	0.05	blastn10
KJ420568	Thottimvirus	Thottimvirus thottapalayamense	L	6579.0	HIT_01	0.9998480012159903	DQ825770.?	Thottimvirus_thottapalayamense	L	0.9998480012159903	0.05	blastn10
KJ420542	Thottimvirus	Thottimvirus thottapalayamense	M	3635.0	HIT_01	0.9997248968363136	DQ825771.?	Thottimvirus_thottapalayamense	M	0.9997248968363136	0.05	blastn10
KJ420560	Thottimvirus	Thottimvirus thottapalayamense	S	1535.0	HIT_01	0.9993485342019544	AY526097.?	Thottimvirus_thottapalayamense	S	0.9993485342019544	0.05	blastn10
KU925446	Orthonairovirus	Orthonairovirus bandiaense	L	12123.0	HIT_01	0.9994225851686876	KU343148.?	Orthonairovirus_bandiaense	L	0.9994225851686876	0.05	blastn10
KU925447	Orthonairovirus	Orthonairovirus bandiaense	M	4335.0	HIT_01	0.9997693194925029	KU343149.?	Orthonairovirus_bandiaense	M	0.9997693194925029	0.05	blastn10
KU925448	Orthonairovirus	Orthonairovirus bandiaense	S	1497.0	HIT_01	0.9993319973279893	KU343150.?	Orthonairovirus_bandiaense	S	0.9993319973279893	0.05	blastn10
KP792708	Orthonairovirus	Orthonairovirus bushkeyense	L	11904.0	HIT_04	0.8490423387096774	KU925488.?	Orthonairovirus_soldadoense	L	0.9907594086021505	0.05	blastn10
KP792709	Orthonairovirus	Orthonairovirus bushkeyense	M	4128.0	HIT_04	0.6838662790697675	KU925489.?	Orthonairovirus_soldadoense	M	0.9709302325581395	0.05	blastn10
KP792710	Orthonairovirus	Orthonairovirus bushkeyense	S	1491.0	HIT_03	0.8651911468812877	KU925490.?	Orthonairovirus_soldadoense	S	0.98859825620389	0.05	blastn10
KU925467	Orthonairovirus	Orthonairovirus bushkeyense	L	12049.0	HIT_03	0.8597393974603702	KU925488.?	Orthonairovirus_soldadoense	L	0.9999170055606275	0.05	blastn10
KU925468	Orthonairovirus	Orthonairovirus bushkeyense	M	4365.0	HIT_02	0.8611683848797251	KU925489.?	Orthonairovirus_soldadoense	M	0.9532646048109966	0.05	blastn10
KU925469	Orthonairovirus	Orthonairovirus bushkeyense	S	2123.0	HIT_03	0.46019783325482805	KU925490.?	Orthonairovirus_soldadoense	S	0.7385774846914743	0.05	blastn10
KU925470	Orthonairovirus	Orthonairovirus bushkeyense	L	12148.0	HIT_01	0.9986005926901548	KU343154.?	Orthonairovirus_bushkeyense	L	0.9986005926901548	0.05	blastn10
KU925471	Orthonairovirus	Orthonairovirus bushkeyense	M	4273.0	HIT_01	0.998829861923707	KU343155.?	Orthonairovirus_bushkeyense	M	0.998829861923707	0.05	blastn10
KU925472	Orthonairovirus	Orthonairovirus bushkeyense	S	1913.0	HIT_01	0.9968635650810246	KU343156.?	Orthonairovirus_bushkeyense	S	0.9968635650810246	0.05	blastn10
KU925479	Orthonairovirus	Orthonairovirus bushkeyense	L	12166.0	HIT_01	0.9916159789577511	KU343154.?	Orthonairovirus_bushkeyense	L	0.9916159789577511	0.05	blastn10
KU925480	Orthonairovirus	Orthonairovirus bushkeyense	M	4433.0	HIT_02	0.882472366343334	KU343170.?	Orthonairovirus_zirkuense	M	0.906158357771261	0.05	blastn10
KU925481	Orthonairovirus	Orthonairovirus bushkeyense	S	1936.0	HIT_01	0.8068181818181818	KU343156.?	Orthonairovirus_bushkeyense	S	0.8068181818181818	0.05	blastn10
KU343139	Orthonairovirus	Orthonairovirus clomorense	L	11806.0	E_QSPECIES_NOT_HIT		KU925440.?	Orthonairovirus_avalonense	L	0.9949178383872607	0.05	blastn10
KU343140	Orthonairovirus	Orthonairovirus clomorense	M	4414.0	E_QCOV_FILT_HIT_10	0.01971001359311282	KU925483.?	Orthonairovirus_sakhalinense	M	0.9077933846850929	0.05	blastn10
KU343141	Orthonairovirus	Orthonairovirus clomorense	S	1613.0	E_QSPECIES_NOT_HIT		KU925442.?	Orthonairovirus_avalonense	S	0.9206447613143212	0.05	blastn10
KP792741	Orthonairovirus	Orthonairovirus keterehense	L	11964.0	HIT_01	0.9997492477432297	KR537447.?	Orthonairovirus_keterehense	L	0.9997492477432297	0.05	blastn10
KP792742	Orthonairovirus	Orthonairovirus keterehense	M	4932.0	HIT_02	0.8331305758313058	KF892056.?	Orthonairovirus_issykkulense	M	0.8365774533657745	0.05	blastn10
KP792743	Orthonairovirus	Orthonairovirus keterehense	S	1455.0	HIT_02	0.9993127147766323	KF892057.?	Orthonairovirus_issykkulense	S	0.9993127147766323	0.05	blastn10
KP792714	Orthonairovirus	Orthonairovirus qalyubense	L	11907.0	HIT_01	0.9988242210464433	KU343160.?	Orthonairovirus_qalyubense	L	0.9988242210464433	0.05	blastn10
KP792715	Orthonairovirus	Orthonairovirus qalyubense	M	4629.0	HIT_01	0.8654136962626917	KU343161.?	Orthonairovirus_qalyubense	M	0.8654136962626917	0.05	blastn10
KP792716	Orthonairovirus	Orthonairovirus qalyubense	S	1509.0	HIT_02	0.8833664678595096	KU343150.?	Orthonairovirus_bandiaense	S	0.9562624254473161	0.05	blastn10
KU925485	Orthonairovirus	Orthonairovirus randallense	L	12185.0	HIT_02	0.997620024620435	KU343163.?	Orthonairovirus_clomorense	L	0.9995075913007796	0.05	blastn10
KU925486	Orthonairovirus	Orthonairovirus randallense	M	4789.0	HIT_02	0.992273961160994	KU343164.?	Orthonairovirus_clomorense	M	0.9989559406974317	0.05	blastn10
KU925487	Orthonairovirus	Orthonairovirus randallense	S	1668.0	HIT_02	0.9766187050359713	KU343165.?	Orthonairovirus_clomorense	S	0.9958033573141487	0.05	blastn10
KU925494	Orthonairovirus	Orthonairovirus sakhalinense	L	11857.0	HIT_01	0.9993252930758202	KU925482.?	Orthonairovirus_sakhalinense	L	0.9993252930758202	0.05	blastn10
KU925495	Orthonairovirus	Orthonairovirus sakhalinense	M	4573.0	HIT_01	0.9109993439755084	KU925483.?	Orthonairovirus_sakhalinense	M	0.9109993439755084	0.05	blastn10
KU925496	Orthonairovirus	Orthonairovirus sakhalinense	S	1638.0	HIT_03	0.8785103785103785	KU925442.?	Orthonairovirus_avalonense	S	0.927960927960928	0.05	blastn10
MK757580	Orthonairovirus	Orthonairovirus tomdiense	L	12215.0	HIT_01	0.977650429799427	MN792651.?	Orthonairovirus_tomdiense	L	0.977650429799427	0.05	blastn10
MK757581	Orthonairovirus	Orthonairovirus tomdiense	M	4565.0	HIT_01	0.8928806133625411	MN792652.?	Orthonairovirus_tomdiense	M	0.8928806133625411	0.05	blastn10
MK757582	Orthonairovirus	Orthonairovirus tomdiense	S	2005.0	HIT_01	0.7236907730673316	MN792653.?	Orthonairovirus_tomdiense	S	0.7236907730673316	0.05	blastn10
KU925500	Orthonairovirus	Orthonairovirus zirkuense	L	12184.0	HIT_01	0.9994254760341431	KU343169.?	Orthonairovirus_zirkuense	L	0.9994254760341431	0.05	blastn10
MK896620	Orthobunyavirus	Orthobunyavirus acaraense	L	6870.0	HIT_01	0.9998544395924308	MK896653.?	Orthobunyavirus_acaraense	L	0.9998544395924308	0.05	blastn10
MK896619	Orthobunyavirus	Orthobunyavirus acaraense	M	4533.0	HIT_04	0.7440988307963821	MK896553.?	Orthobunyavirus_juandiazense	M	0.9752923009044783	0.05	blastn10
MK896618	Orthobunyavirus	Orthobunyavirus acaraense	S	1019.0	HIT_01	0.9990186457311089	MK896651.?	Orthobunyavirus_acaraense	S	0.9990186457311089	0.05	blastn10
KY555808	Orthobunyavirus	Orthobunyavirus achiotei	L	6668.0	HIT_03	0.9983503299340132	KX817330.?	Orthobunyavirus_angeloense	L	0.9991001799640072	0.05	blastn10
KY555809	Orthobunyavirus	Orthobunyavirus achiotei	M	4395.0	HIT_02	0.9852104664391353	KY569263.?	Orthobunyavirus_infirmati	M	0.9959044368600682	0.05	blastn10
KY555810	Orthobunyavirus	Orthobunyavirus achiotei	S	795.0	HIT_02	0.9836477987421384	KY569264.?	Orthobunyavirus_infirmati	S	0.9974842767295597	0.05	blastn10
MH484339	Orthobunyavirus	Orthobunyavirus akabaneense	L	6853.0	HIT_01	0.9998540785057639	AB190458.?	Orthobunyavirus_akabaneense	L	0.9998540785057639	0.05	blastn10
MH484340	Orthobunyavirus	Orthobunyavirus akabaneense	M	4298.0	HIT_03	0.6342484876686831	HE795097.?	Orthobunyavirus_saboense	M	0.8871568171242439	0.05	blastn10
MH484341	Orthobunyavirus	Orthobunyavirus akabaneense	S	853.0	HIT_02	0.9964830011723329	MH484350.?	Orthobunyavirus_heptayabaense	S	0.9988276670574443	0.05	blastn10
MK896641	Orthobunyavirus	Orthobunyavirus bellavistaense	L	6893.0	HIT_01	0.9998549252865225	KX161718.?	Orthobunyavirus_bellavistaense	L	0.9998549252865225	0.05	blastn10
MK896640	Orthobunyavirus	Orthobunyavirus bellavistaense	M	4419.0	HIT_01	0.9628875311156371	KX161719.?	Orthobunyavirus_bellavistaense	M	0.9628875311156371	0.05	blastn10
MK896639	Orthobunyavirus	Orthobunyavirus bellavistaense	S	1249.0	HIT_01	0.9903923138510808	KX161720.?	Orthobunyavirus_bellavistaense	S	0.9903923138510808	0.05	blastn10
MK896629	Orthobunyavirus	Orthobunyavirus bellavistaense	L	6949.0	HIT_01	0.9998560944020722	KX161718.?	Orthobunyavirus_bellavistaense	L	0.9998560944020722	0.05	blastn10
MK896628	Orthobunyavirus	Orthobunyavirus bellavistaense	M	4745.0	HIT_01	0.8958904109589041	KX161719.?	Orthobunyavirus_bellavistaense	M	0.8958904109589041	0.05	blastn10
MK896627	Orthobunyavirus	Orthobunyavirus bellavistaense	S	1295.0	HIT_01	0.9691119691119691	KX161720.?	Orthobunyavirus_bellavistaense	S	0.9691119691119691	0.05	blastn10
MK896480	Orthobunyavirus	Orthobunyavirus bellavistaense	L	6947.0	HIT_01	0.9998560529725061	KX161718.?	Orthobunyavirus_bellavistaense	L	0.9998560529725061	0.05	blastn10
MK896479	Orthobunyavirus	Orthobunyavirus bellavistaense	M	4722.0	HIT_01	0.9273612875900042	KX161719.?	Orthobunyavirus_bellavistaense	M	0.9273612875900042	0.05	blastn10
MK896478	Orthobunyavirus	Orthobunyavirus bellavistaense	S	1289.0	HIT_01	0.9751745539177658	KX161720.?	Orthobunyavirus_bellavistaense	S	0.9751745539177658	0.05	blastn10
MK896591	Orthobunyavirus	Orthobunyavirus bertiogaense	L	7002.0	HIT_01	0.9994287346472437	MK896614.?	Orthobunyavirus_bertiogaense	L	0.9994287346472437	0.05	blastn10
MK896590	Orthobunyavirus	Orthobunyavirus bertiogaense	M	4596.0	HIT_05	0.6318537859007833	MK896569.?	Orthobunyavirus_guaratubaense	M	0.9279808529155787	0.05	blastn10
MK896589	Orthobunyavirus	Orthobunyavirus bertiogaense	S	1245.0	HIT_01	0.9983935742971888	MK896612.?	Orthobunyavirus_bertiogaense	S	0.9983935742971888	0.05	blastn10
KF234253	Orthobunyavirus	Orthobunyavirus buffaloense	L	6920.0	HIT_01	0.9997109826589595	KJ481929.?	Orthobunyavirus_buffaloense	L	0.9997109826589595	0.05	blastn10
KF234254	Orthobunyavirus	Orthobunyavirus buffaloense	M	4326.0	HIT_01	0.9997688395746648	KJ481928.?	Orthobunyavirus_buffaloense	M	0.9997688395746648	0.05	blastn10
KF234255	Orthobunyavirus	Orthobunyavirus buffaloense	S	812.0	HIT_01	0.9987684729064039	KJ481927.?	Orthobunyavirus_buffaloense	S	0.9987684729064039	0.05	blastn10
KR013235	Orthobunyavirus	Orthobunyavirus buffaloense	L	6921.0	HIT_01	0.9998555122092183	KJ481929.?	Orthobunyavirus_buffaloense	L	0.9998555122092183	0.05	blastn10
KR013236	Orthobunyavirus	Orthobunyavirus buffaloense	M	4343.0	HIT_01	0.9997697444163021	KJ481928.?	Orthobunyavirus_buffaloense	M	0.9997697444163021	0.05	blastn10
KR013237	Orthobunyavirus	Orthobunyavirus buffaloense	S	927.0	HIT_01	0.9989212513484358	KJ481927.?	Orthobunyavirus_buffaloense	S	0.9989212513484358	0.05	blastn10
M21951	Orthobunyavirus	Orthobunyavirus bunyamweraense	M	4534.0	HIT_02	0.7653286281429201	KJ710423.?	Orthobunyavirus_ebiense	M	0.9636082928981032	0.05	blastn10
M19420	Orthobunyavirus	Orthobunyavirus bunyamweraense	S	980.0	HIT_03	0.9561224489795919	KJ710424.?	Orthobunyavirus_ebiense	S	0.9938775510204082	0.05	blastn10
AY593726	Orthobunyavirus	Orthobunyavirus bunyamweraense	L	540.0	HIT_10	0.9907407407407407	KF234075.?	Orthobunyavirus_ileshaense	L	0.9981481481481481	0.05	blastn10
AY593731	Orthobunyavirus	Orthobunyavirus bunyamweraense	M	555.0	HIT_11	0.7387387387387387	KF234074.?	Orthobunyavirus_ileshaense	M	0.9981981981981982	0.05	blastn10
AY593727	Orthobunyavirus	Orthobunyavirus bunyamweraense	S	940.0	HIT_02	0.9989361702127659	KF234073.?	Orthobunyavirus_ileshaense	S	0.9989361702127659	0.05	blastn10
KC608152	Orthobunyavirus	Orthobunyavirus bunyamweraense	L	6876.0	HIT_01	0.9998545666084933	X14383.?	Orthobunyavirus_bunyamweraense	L	0.9998545666084933	0.05	blastn10
KC608153	Orthobunyavirus	Orthobunyavirus bunyamweraense	M	4464.0	HIT_09	0.8113799283154122	KY910430.?	Orthobunyavirus_maguariense	M	0.9997759856630825	0.05	blastn10
KC608154	Orthobunyavirus	Orthobunyavirus bunyamweraense	S	961.0	HIT_01	0.9989594172736732	D00353.?	Orthobunyavirus_bunyamweraense	S	0.9989594172736732	0.05	blastn10
EU564830	Orthobunyavirus	Orthobunyavirus bunyamweraense	S	942.0	HIT_10	0.9278131634819533	KF234073.?	Orthobunyavirus_ileshaense	S	0.9723991507430998	0.05	blastn10
MK896521	Orthobunyavirus	Orthobunyavirus bushbushense	L	6964.0	HIT_01	0.9968408960367605	MK896599.?	Orthobunyavirus_bushbushense	L	0.9968408960367605	0.05	blastn10
MK896520	Orthobunyavirus	Orthobunyavirus bushbushense	M	4779.0	HIT_06	0.665829671479389	MK896652.?	Orthobunyavirus_acaraense	M	0.9031178070726094	0.05	blastn10
MK896519	Orthobunyavirus	Orthobunyavirus bushbushense	S	1101.0	HIT_01	0.997275204359673	MK896597.?	Orthobunyavirus_bushbushense	S	0.997275204359673	0.05	blastn10
KJ867178	Orthobunyavirus	Orthobunyavirus bwambaense	L	6933.0	HIT_01	0.9684119428818693	KJ867184.?	Orthobunyavirus_bwambaense	L	0.9684119428818693	0.05	blastn10
KJ867177	Orthobunyavirus	Orthobunyavirus bwambaense	M	4517.0	HIT_01	0.829754261678105	KJ867183.?	Orthobunyavirus_bwambaense	M	0.829754261678105	0.05	blastn10
EU564828	Orthobunyavirus	Orthobunyavirus bwambaense	S	921.0	HIT_02	0.8566775244299675	EU622820.?	Orthobunyavirus_tahynaense	S	0.8707926167209555	0.05	blastn10
JN808311	Orthobunyavirus	Orthobunyavirus cacheense	L	528.0	HIT_06	0.9810606060606061	MF066368.?	Orthobunyavirus_potosiense	L	0.9981060606060606	0.05	blastn10
JN808310	Orthobunyavirus	Orthobunyavirus cacheense	M	4497.0	HIT_06	0.6368690237936402	MF066369.?	Orthobunyavirus_potosiense	M	0.9993328885923949	0.05	blastn10
EU879062	Orthobunyavirus	Orthobunyavirus cacheense	S	950.0	HIT_01	0.9989473684210526	KX100133.?	Orthobunyavirus_cacheense	S	0.9989473684210526	0.05	blastn10
KX100120	Orthobunyavirus	Orthobunyavirus cacheense	L	6871.0	HIT_01	0.9998544607771794	KX100135.?	Orthobunyavirus_cacheense	L	0.9998544607771794	0.05	blastn10
KX100119	Orthobunyavirus	Orthobunyavirus cacheense	M	4463.0	HIT_01	0.9997759354694152	KX100134.?	Orthobunyavirus_cacheense	M	0.9997759354694152	0.05	blastn10
KX100118	Orthobunyavirus	Orthobunyavirus cacheense	S	951.0	HIT_01	0.9989484752891693	KX100133.?	Orthobunyavirus_cacheense	S	0.9989484752891693	0.05	blastn10
KX100129	Orthobunyavirus	Orthobunyavirus cacheense	L	6871.0	HIT_03	0.9998544607771794	KX100132.?	Orthobunyavirus_shermanense	L	0.9998544607771794	0.05	blastn10
KX100128	Orthobunyavirus	Orthobunyavirus cacheense	M	4468.0	HIT_02	0.9997761862130707	KY910430.?	Orthobunyavirus_maguariense	M	0.9997761862130707	0.05	blastn10
KX100127	Orthobunyavirus	Orthobunyavirus cacheense	S	945.0	HIT_07	0.9989417989417989	KY910431.?	Orthobunyavirus_maguariense	S	0.9989417989417989	0.05	blastn10
KT334540	Orthobunyavirus	Orthobunyavirus caraparuense	L	6613.0	HIT_14	0.9856343565703917	MG821226.?	Orthobunyavirus_ananindeuaense	L	0.9996975654014819	0.05	blastn10
KM092512	Orthobunyavirus	Orthobunyavirus caraparuense	L	7016.0	HIT_04	0.9679304446978335	MK896567.?	Orthobunyavirus_gumbolimboense	L	0.9858893956670467	0.05	blastn10
KM092513	Orthobunyavirus	Orthobunyavirus caraparuense	M	4494.0	HIT_07	0.9546061415220294	KF254771.?	Orthobunyavirus_maritubaense	M	0.977080551846907	0.05	blastn10
KM092514	Orthobunyavirus	Orthobunyavirus caraparuense	S	1124.0	HIT_02	0.9395017793594306	KF254781.?	Orthobunyavirus_madridense	S	0.9448398576512456	0.05	blastn10
DQ188954	Orthobunyavirus	Orthobunyavirus caraparuense	S	921.0	E_QSPECIES_NOT_HIT		AY237111.?	Orthobunyavirus_oropoucheense	S	0.41368078175895767	0.05	blastn10
MG029275	Orthobunyavirus	Orthobunyavirus caraparuense	L	6907.0	HIT_01	0.9918922831909657	KF254776.?	Orthobunyavirus_caraparuense	L	0.9918922831909657	0.05	blastn10
MG029276	Orthobunyavirus	Orthobunyavirus caraparuense	M	4573.0	HIT_06	0.6805160726000438	KF254774.?	Orthobunyavirus_oribocaense	M	0.9435818937240323	0.05	blastn10
MG029277	Orthobunyavirus	Orthobunyavirus caraparuense	S	1109.0	HIT_02	0.9431920649233544	KF254781.?	Orthobunyavirus_madridense	S	0.9467989179440938	0.05	blastn10
JX983194	Orthobunyavirus	Orthobunyavirus catqueense	L	6928.0	HIT_01	0.9998556581986143	JQ675598.?	Orthobunyavirus_catqueense	L	0.9998556581986143	0.05	blastn10
JX983193	Orthobunyavirus	Orthobunyavirus catqueense	M	4481.0	HIT_01	0.999776835527784	JQ675599.?	Orthobunyavirus_catqueense	M	0.999776835527784	0.05	blastn10
JX983192	Orthobunyavirus	Orthobunyavirus catqueense	S	984.0	HIT_01	0.9989837398373984	JQ675600.?	Orthobunyavirus_catqueense	S	0.9989837398373984	0.05	blastn10
KP792675	Orthobunyavirus	Orthobunyavirus catuense	L	6864.0	HIT_07	0.9890734265734266	KP792666.?	Orthobunyavirus_guamaense	L	0.9994172494172494	0.05	blastn10
KP792674	Orthobunyavirus	Orthobunyavirus catuense	M	4420.0	HIT_11	0.6561085972850679	KP835519.?	Orthobunyavirus_mahoganyense	M	0.9882352941176471	0.05	blastn10
KP792673	Orthobunyavirus	Orthobunyavirus catuense	S	854.0	HIT_05	0.8454332552693209	KP835518.?	Orthobunyavirus_mahoganyense	S	0.9637002341920374	0.05	blastn10
U31989	Orthobunyavirus	Orthobunyavirus encephalitidis	S	976.0	HIT_01	0.9989754098360656	KX817314.?	Orthobunyavirus_encephalitidis	S	0.9989754098360656	0.05	blastn10
KM272183	Orthobunyavirus	Orthobunyavirus gamboaense	L	6788.0	HIT_01	0.9998526812021213	KM272174.?	Orthobunyavirus_gamboaense	L	0.9998526812021213	0.05	blastn10
KM272184	Orthobunyavirus	Orthobunyavirus gamboaense	M	4917.0	HIT_01	0.9747813707545251	KM272175.?	Orthobunyavirus_gamboaense	M	0.9747813707545251	0.05	blastn10
KM272185	Orthobunyavirus	Orthobunyavirus gamboaense	S	1143.0	HIT_02	0.6797900262467191	MK896472.?	Orthobunyavirus_sanjuanense	S	0.9982502187226596	0.05	blastn10
KM272186	Orthobunyavirus	Orthobunyavirus gamboaense	L	6925.0	HIT_01	0.9994223826714801	KM272174.?	Orthobunyavirus_gamboaense	L	0.9994223826714801	0.05	blastn10
KM272187	Orthobunyavirus	Orthobunyavirus gamboaense	M	5088.0	HIT_01	0.9473270440251572	KM272175.?	Orthobunyavirus_gamboaense	M	0.9473270440251572	0.05	blastn10
KM272188	Orthobunyavirus	Orthobunyavirus gamboaense	S	1153.0	HIT_02	0.7961838681699913	MK896472.?	Orthobunyavirus_sanjuanense	S	0.9991326973113617	0.05	blastn10
KF234256	Orthobunyavirus	Orthobunyavirus ganganense	L	6680.0	HIT_01	0.9997005988023953	KR013232.?	Orthobunyavirus_ganganense	L	0.9997005988023953	0.05	blastn10
KF234257	Orthobunyavirus	Orthobunyavirus ganganense	M	4131.0	HIT_01	0.9997579278625031	KR013233.?	Orthobunyavirus_ganganense	M	0.9997579278625031	0.05	blastn10
KF234258	Orthobunyavirus	Orthobunyavirus ganganense	S	792.0	HIT_01	0.9949494949494949	KR013234.?	Orthobunyavirus_ganganense	S	0.9949494949494949	0.05	blastn10
KP792657	Orthobunyavirus	Orthobunyavirus guamaense	L	6830.0	HIT_01	0.9998535871156662	KP792666.?	Orthobunyavirus_guamaense	L	0.9998535871156662	0.05	blastn10
KP792656	Orthobunyavirus	Orthobunyavirus guamaense	M	4423.0	HIT_04	0.7693872936920642	MK896613.?	Orthobunyavirus_bertiogaense	M	0.9676690029391816	0.05	blastn10
KP792655	Orthobunyavirus	Orthobunyavirus guamaense	S	849.0	HIT_01	0.9964664310954063	KP792664.?	Orthobunyavirus_guamaense	S	0.9964664310954063	0.05	blastn10
